index,student_id,full_name,date_of_birth,grade_level,emergency_contact,edad
2048,s02408,samuel nolan,2011-04-02,1,821.255.8043,14
2049,s02409,brian mack,2006-12-03,3,+1-694-399-7761x861,19
2050,s02410,amanda sutton,2018-03-17,1,+1-558-489-4359x470,7
2051,s02411,philip butler,2008-07-17,4,(434)505-9631x6072,17
2052,s02412,edward brooks,2014-01-12,4,(232)336-4235,11
2053,s02413,bruce baker,2018-01-31,4,343.950.9346,7
2054,s02414,angela jarvis,2010-01-13,2,(636)733-0614,15
2055,s02415,david camacho,2016-09-15,2,(904)675-1226,9
2056,s02416,christopher webster,2011-10-19,1,687-950-2821,14
2057,s02418,jon cruz,2018-05-04,4,001-520-529-8393x073,7
2058,s02419,ellen hall,2006-09-18,1,2448199531,19
2059,s02420,charles brown,2013-07-12,2,703.207.4543,12
2060,s02421,jamie moreno,2015-04-27,3,+1-778-305-8317x20426,10
2061,s02422,jacob simon,2006-09-11,5,477.836.7968x36525,19
2062,s02423,daniel johnson,2010-06-15,3,(741)231-8337x4549,15
2063,s02424,jennifer melendez,2018-07-02,2,(771)790-1335,7
2064,s02425,karen sosa,2013-07-08,3,001-794-647-1716x78285,12
2065,s02426,tony mcneil,2012-05-12,5,+1-822-463-1808x4694,13
2066,s02427,alex crane,2012-09-02,2,+1-969-757-1872x9896,13
2067,s02428,ana rivera,2018-05-16,3,(821)574-6848x49726,7
2068,s02430,erin edwards,2015-10-28,3,001-577-541-6467x07811,10
2069,s02431,anna farmer,2017-05-04,4,649-732-4431,8
2070,s02432,amber mullins,2014-12-22,1,293.308.5211,11
2071,s02433,kelly ayala phd,2009-06-07,5,661-965-5806x5888,16
2072,s02434,karen harrington,2008-03-03,3,564.304.0570x6788,17
2073,s02435,stephen king,2010-10-03,1,5975751933,15
2074,s02436,christina reyes,2012-10-17,1,469.728.6723x1402,13
2075,s02437,danny smith,2015-08-30,1,(806)869-4118x981,10
2076,s02438,stacey coffey,2017-12-17,3,(232)250-7079x277,8
2077,s02439,eric juarez,2015-12-30,5,+1-554-546-7229x32768,10
2078,s02440,johnathan valenzuela,2018-08-17,4,(869)460-7296x111,7
2079,s02441,vanessa christian,2016-07-03,1,332-461-7583x646,9
2080,s02442,terry williams,2011-11-22,3,845-417-9121,14
2081,s02443,cindy fisher,2010-08-07,3,2898916464,15
2082,s02444,amy berger,2017-04-26,2,(515)924-6624x100,8
2083,s02445,dana mckinney,2016-05-28,4,962.376.1733,9
2084,s02447,john wiggins dds,2018-07-24,5,(910)380-0104x1354,7
2085,s02448,philip decker,2011-11-15,1,994-680-2771,14
2086,s02449,vincent meyer,2010-11-03,2,(960)696-6884x7061,15
2087,s02450,john rivera,2015-09-19,5,+1-470-915-8724x7490,10
2088,s02452,dana jackson,2012-09-22,2,742.210.0162,13
2089,s02453,molly gibson,2013-10-11,1,411-286-1265x0588,12
2090,s02455,kyle bryant,2018-02-26,5,376-725-8649x61014,7
2091,s02456,alyssa larson,2016-09-24,1,(645)637-4623x1296,9
2092,s02457,theresa meza,2008-01-29,5,(616)598-8816,17
2093,s02458,lauren martin,2019-01-24,4,+1-822-815-7650x5980,6
2094,s02459,kenneth blackwell,2016-01-12,3,367-984-9956x47997,9
2095,s02460,jennifer mitchell,2012-07-13,2,(673)617-1027,13
2096,s02461,mr. stephen kelley,2016-11-27,3,770.219.4959,9
2097,s02463,kenneth diaz,2008-08-21,2,001-906-545-3619,17
2098,s02464,sheryl allen,2006-11-06,3,001-948-791-5778x57584,19
2099,s02465,benjamin long,2016-03-24,4,785.282.6913x51960,9
2100,s02466,gary martinez,2018-08-01,3,001-970-708-5824x13743,7
2101,s02467,christopher williams,2008-01-08,5,2826206842,17
2102,s02468,toni carr,2006-08-12,5,6756372565,19
2103,s02469,adam smith,2017-05-16,5,254.791.6820x53810,8
2104,s02470,mr. thomas foley dds,2018-07-28,1,838-278-3787x23371,7
2105,s02471,michelle jackson,2015-07-09,1,(903)317-9636x32013,10
2106,s02472,kristen williams,2007-07-16,4,001-713-611-5867x8322,18
2107,s02473,stephen morales,2008-02-16,1,744-477-1664,17
2108,s02474,laura collier,2007-01-21,4,(569)503-0378x380,18
2109,s02475,sharon mclaughlin,2016-10-09,5,(778)574-8554,9
2110,s02476,thomas roberson,2015-09-11,1,678.311.9823x6252,10
2111,s02477,robin jimenez,2008-12-31,5,001-924-839-9193x361,17
2112,s02478,kathryn hill,2018-06-13,3,480.501.0402x8947,7
2113,s02479,stacy williams,2006-11-20,4,(828)656-6472,19
2114,s02480,sandra murray,2015-08-28,3,+1-236-677-4457x873,10
2115,s02482,robert hunter,2007-02-25,4,989-722-1499x97588,18
2116,s02483,julie gregory,2012-08-26,3,2154950487,13
2117,s02484,amanda simmons,2016-07-02,5,001-829-557-3643x988,9
2118,s02486,elizabeth reyes,2016-04-13,3,430.444.5157x75644,9
2119,s02487,samantha peterson,2017-11-22,5,+1-410-541-3848,8
2120,s02488,morgan kelly,2009-07-05,5,8898916470,16
2121,s02489,calvin garcia,2017-08-14,1,001-276-566-1777x445,8
2122,s02490,tina johnson,2011-05-24,2,(251)371-3853,14
2123,s02491,christina sutton,2018-12-06,3,(955)635-0094,7
2124,s02492,scott elliott,2014-10-09,5,+1-352-611-2051x61422,11
2125,s02493,ralph smith,2012-05-09,4,202-728-5365x7845,13
2126,s02494,adrian craig,2011-05-07,2,001-259-977-5498x987,14
2127,s02495,david fox,2017-04-20,1,001-202-209-5343x5481,8
2128,s02496,jeffrey king,2014-07-27,4,(371)421-2791x72056,11
2129,s02498,alec abbott,2009-05-08,5,+1-952-557-9674x52437,16
2130,s02499,lisa hood,2015-11-14,2,461.936.1532x56893,10
2131,s02501,julia choi,2009-03-23,5,001-728-783-8582x8078,16
2132,s02502,ryan ward,2006-12-24,5,(258)337-0530x17593,19
2133,s02503,isabella robinson,2006-08-25,3,+1-818-304-1417,19
2134,s02504,paul williams,2012-09-27,2,+1-913-978-8291x223,13
2135,s02505,sean rodriguez,2018-08-03,5,+1-442-830-3823x73119,7
2136,s02506,jesse mcmillan,2017-07-12,1,(414)578-6846,8
2137,s02507,daniel brown,2015-03-17,1,545.622.2909,10
2138,s02508,thomas johnston,2014-08-30,1,672-750-8316,11
2139,s02509,jennifer stephens,2014-08-09,4,(943)427-0737x632,11
2140,s02510,christine king,2009-12-07,3,283.700.8461x76846,16
2141,s02511,shannon mcdaniel,2012-02-25,3,(432)658-1542x0396,13
2142,s02512,david jones,2018-11-29,5,733-302-5611x8602,7
2143,s02513,tiffany fletcher,2013-08-03,1,932.227.9193x6432,12
2144,s02514,jeffrey noble,2017-06-03,4,848.933.5278x846,8
2145,s02515,barbara davis,2015-04-09,1,(834)996-3058x1776,10
2146,s02517,samuel shannon,2017-07-14,3,3155105855,8
2147,s02519,shelia washington,2010-01-24,4,9095064673,15
2148,s02520,lisa patterson,2012-12-06,4,8122224436,13
2149,s02521,jodi shaw,2009-05-01,5,446-657-6049x9999,16
2150,s02522,gregory harris,2015-11-14,4,918.251.2608x51419,10
2151,s02523,kelly foster,2014-05-29,1,(971)551-5995x36395,11
2152,s02524,patrick wall,2008-07-07,5,434-498-0541x0091,17
2153,s02526,harold cain,2011-09-18,1,001-385-683-3662x127,14
2154,s02527,maureen thompson md,2011-09-29,4,+1-806-829-9265x874,14
2155,s02528,logan lopez,2006-10-19,2,602-255-9184,19
2156,s02531,brandi casey,2009-08-04,3,(579)991-2635x06165,16
2157,s02532,mark nguyen,2009-09-25,4,872.311.6504,16
2158,s02533,melissa peterson,2010-07-12,1,001-626-398-9312,15
2159,s02534,nicholas haynes,2014-05-14,1,944.328.4246,11
2160,s02535,denise thompson,2010-03-10,2,001-218-967-4389x528,15
2161,s02537,phillip hall,2010-01-06,4,805.544.0227x99076,15
2162,s02538,marcia hood,2017-12-11,1,442.437.5369x4224,8
2163,s02539,jeffrey alexander,2013-06-23,3,+1-521-886-5276,12
2164,s02540,david ramirez,2008-07-21,4,534.584.8923,17
2165,s02541,scott phillips,2007-12-31,1,2926896008,18
2166,s02542,aaron shields,2013-01-31,1,001-826-358-2825x26836,12
2167,s02543,kimberly steele,2017-02-25,4,001-619-780-5389x794,8
2168,s02544,katherine alexander,2009-03-06,5,+1-218-890-4573x662,16
2169,s02545,christopher hammond,2019-02-17,5,4173978129,6
2170,s02546,amber mejia,2011-06-17,4,+1-808-570-1087x0586,14
2171,s02548,brittany webster,2018-11-10,3,9175372884,7
2172,s02549,matthew bryant,2007-02-27,5,+1-996-706-0500x6120,18
2173,s02550,matthew brown,2007-06-26,5,248-501-1606x2335,18
2174,s02551,andrew jacobs,2008-06-10,3,001-300-780-9055x11110,17
2175,s02552,brian taylor,2011-11-12,3,(859)780-5846x582,14
2176,s02553,chad singh,2014-05-30,1,884-704-8410x143,11
2177,s02554,ryan lyons,2016-10-24,4,(837)371-8414,9
2178,s02555,cynthia anderson,2007-03-06,4,001-727-683-8470x4749,18
2179,s02556,christopher todd,2008-01-19,4,611-958-2548x6959,17
2180,s02557,amy hoffman,2011-06-26,4,001-876-560-8216,14
2181,s02559,matthew mccarty,2006-06-21,1,(561)991-6275x3160,19
2182,s02561,rachel hernandez,2014-07-08,2,(501)895-3639x49231,11
2183,s02562,cheryl moss,2015-05-27,3,(426)993-1425,10
2184,s02563,eric schultz,2018-03-10,5,831-698-6089x47481,7
2185,s02564,valerie mendoza,2013-07-17,1,001-616-995-7596,12
2186,s02565,scott norris,2014-09-19,1,(894)850-1989,11
2187,s02567,daniel cunningham,2013-04-09,4,+1-525-465-7586,12
2188,s02568,jaclyn arnold,2006-03-30,5,958-857-4287x031,19
2189,s02569,jeremy williams,2006-04-02,2,001-760-745-2677,19
2190,s02570,molly henry,2014-02-03,1,977.993.3225,11
2191,s02571,melissa mack,2018-05-04,2,001-271-565-0039x6580,7
2192,s02572,jeff burke,2017-02-07,2,526.416.6461x240,8
2193,s02573,cynthia bailey,2015-06-25,3,001-429-703-8731x544,10
2194,s02575,brittany davis,2014-01-20,5,001-955-363-4087x425,11
2195,s02576,julie lee,2015-09-19,5,+1-718-944-9356x252,10
2196,s02578,troy anderson,2008-01-03,3,288.883.0827x192,17
2197,s02579,kathy cooper,2012-05-22,1,925-492-3900,13
2198,s02580,kaitlyn bullock,2015-04-19,1,2887778535,10
2199,s02582,brian horton,2007-02-01,1,958.897.2375x38308,18
2200,s02583,rachael neal,2015-11-24,3,2868256272,10
2201,s02585,erin pena,2011-03-01,4,(942)599-8773,14
2202,s02586,mr. brandon sloan,2011-11-24,1,720.858.9570,14
2203,s02587,timothy day,2006-07-20,2,+1-406-831-4285x92909,19
2204,s02588,kenneth goodwin,2016-06-27,2,(439)750-2289,9
2205,s02589,william copeland,2012-12-23,2,4618684709,13
2206,s02590,jennifer gomez,2008-01-19,5,272-453-5709,17
2207,s02591,ryan mccarthy,2006-12-27,1,+1-524-683-7804x246,19
2208,s02592,michelle kelly,2011-10-27,1,+1-519-880-8365x51563,14
2209,s02593,marissa gardner,2012-09-27,1,+1-202-495-5970,13
2210,s02594,katherine nelson,2009-01-01,1,200-337-4406,16
2211,s02595,thomas luna,2017-07-07,5,(837)365-0348x4568,8
2212,s02597,robert lopez,2015-09-11,1,+1-460-736-3624,10
2213,s02598,charles gomez,2008-10-24,5,628-420-4674x5441,17
2214,s02599,jennifer taylor,2012-04-19,5,740.706.7647x698,13
2215,s02600,sara lee,2015-07-04,4,762.357.2520,10
2216,s02602,steve walker,2015-11-02,3,638-866-4685,10
2217,s02603,kenneth ferrell,2014-06-29,1,(503)202-7670x3877,11
2218,s02604,kimberly underwood,2017-08-13,1,830.821.2013,8
2219,s02605,alexis moreno,2014-02-09,5,5558033696,11
2220,s02606,greg hamilton,2015-07-28,2,001-527-350-2366x59434,10
2221,s02607,brian nguyen,2006-06-09,5,(315)389-9485,19
2222,s02608,brenda martin,2018-04-05,2,(548)938-7010x7913,7
2223,s02611,daniel garcia,2008-06-11,5,225-410-3865x585,17
2224,s02612,timothy weeks,2010-12-25,5,+1-996-952-7756x380,15
2225,s02613,jacqueline woodard,2016-02-21,5,821.700.1428x879,9
2226,s02614,kimberly smith,2007-11-15,4,+1-892-696-4618x5320,18
2227,s02616,alec dudley,2017-04-26,5,940.814.4370x26905,8
2228,s02617,karen winters,2009-03-04,4,475-298-2110x42307,16
2229,s02618,denise robinson,2013-11-10,1,001-934-254-7427x5203,12
2230,s02619,andrew crawford,2013-11-19,5,+1-806-623-2304x2085,12
2231,s02620,patrick hernandez,2008-10-06,2,4007503332,17
2232,s02621,jacqueline dillon,2016-10-09,4,(561)409-7999x3397,9
2233,s02623,david bennett,2013-05-10,1,203.773.9427x6419,12
2234,s02624,ashley weber,2014-07-22,3,387-310-7244,11
2235,s02625,natalie bryant,2011-12-13,3,(549)228-1572,14
2236,s02626,brianna alvarez,2015-07-26,4,876-869-5479,10
2237,s02627,dennis brown,2016-02-23,2,440-653-8050x408,9
2238,s02628,lori phillips,2014-09-15,5,+1-526-518-9844x863,11
2239,s02629,sandra frost,2015-08-24,5,946-417-2137,10
2240,s02630,jamie hamilton,2018-04-19,3,(358)958-5280x276,7
2241,s02631,edward smith,2007-08-19,4,2018571948,18
2242,s02632,joseph roman dds,2007-02-28,3,(808)649-8517,18
2243,s02633,thomas beck,2018-12-29,1,(951)384-9964,7
2244,s02634,thomas green,2007-10-27,3,812-766-6510x414,18
2245,s02635,debra phillips,2007-08-22,5,+1-398-509-2442x2030,18
2246,s02636,barry bradshaw,2008-12-30,5,+1-362-681-1151x023,17
2247,s02637,erika johnson,2007-05-28,2,636-902-8861,18
2248,s02638,brian chaney,2008-08-22,3,(786)644-0662x3422,17
2249,s02639,dawn gonzalez,2017-02-17,1,2508544162,8
2250,s02640,jack wilkinson,2009-02-02,3,908-434-9406,16
2251,s02641,elizabeth mendoza,2011-01-26,3,795-857-8698,14
2252,s02642,megan thompson,2017-07-11,2,+1-501-744-3932x29487,8
2253,s02644,natasha gibson,2010-05-27,5,834-506-5271x08785,15
2254,s02645,kenneth warner,2006-06-30,3,(400)294-2615,19
2255,s02646,dr. garrett pierce,2016-11-03,1,+1-915-929-2031x1070,9
2256,s02647,andrea bradley,2016-07-13,4,2262960620,9
2257,s02648,laura valenzuela,2016-09-10,4,(698)317-0250,9
2258,s02649,richard flynn,2017-06-11,4,886-512-6596x58420,8
2259,s02650,louis robinson,2009-04-09,2,257.922.8815x7509,16
2260,s02651,emily blankenship,2013-06-17,4,307-696-9229x269,12
2261,s02652,alex jackson,2017-01-07,2,220.403.1116,8
2262,s02653,mr. justin schwartz iii,2006-09-19,1,796-760-4677x51312,19
2263,s02654,gina anderson,2014-09-29,3,909-627-3501,11
2264,s02655,michael mclaughlin,2013-11-19,4,(587)864-0016,12
2265,s02656,james harris,2006-08-04,3,283-781-9610,19
2266,s02657,larry anderson,2007-08-16,3,264.572.6771x092,18
2267,s02659,edward contreras,2018-09-17,2,3563318594,7
2268,s02660,kristen ferguson,2014-08-13,2,(348)638-6901,11
2269,s02661,chase garrett,2016-02-23,5,853-987-5599x5336,9
2270,s02662,shawn moore,2017-02-28,3,860.797.1488x95441,8
2271,s02663,jessica reed,2015-09-09,5,(244)511-1625x87978,10
2272,s02664,diana martinez,2016-12-19,4,(326)776-6505,9
2273,s02667,allison smith,2007-05-10,4,740.895.8162x720,18
2274,s02668,ryan wyatt,2007-12-04,1,+1-604-730-6755,18
2275,s02669,brandon johnston,2006-10-18,4,+1-457-470-3180x8362,19
2276,s02670,kevin zamora,2014-08-14,5,(315)500-6786x961,11
2277,s02671,claire martin,2009-06-01,4,001-622-395-6971x844,16
2278,s02672,william pratt,2008-05-07,4,(754)482-8511,17
2279,s02673,jonathan tyler,2017-10-15,4,(825)273-4803,8
2280,s02674,amanda santana,2016-05-05,3,738-971-3211,9
2281,s02676,john brooks,2018-04-19,4,558.860.6882x809,7
2282,s02677,autumn robinson,2012-08-13,2,001-201-270-9739,13
2283,s02678,john henderson,2012-05-08,1,(256)888-1398,13
2284,s02679,gregory jones,2017-04-26,2,656-796-4630,8
2285,s02680,natasha morton,2015-11-02,2,(516)945-5294,10
2286,s02681,katrina oneal,2012-07-30,2,707-884-5287x373,13
2287,s02682,sara nelson,2010-01-08,4,(546)635-7119,15
2288,s02683,lisa saunders,2009-10-20,4,238.652.6438,16
2289,s02684,matthew parker,2008-05-27,5,706-337-0659x0606,17
2290,s02685,timothy anderson,2018-08-23,2,001-204-251-9602x895,7
2291,s02686,kelly cowan,2018-08-06,1,220.413.3914,7
2292,s02687,madison sims,2011-08-05,1,+1-326-697-9929x75471,14
2293,s02688,rachel gates,2019-03-06,3,4768409053,6
2294,s02689,glen kim,2006-12-05,2,2867864720,19
2295,s02692,mathew deleon,2007-01-08,4,+1-234-516-2785x6281,18
2296,s02693,thomas brown,2014-04-12,1,358.449.5186x0647,11
2297,s02694,heather sanders,2008-09-25,2,(649)831-4016x343,17
2298,s02695,renee fox dvm,2008-07-30,5,232-762-8391x34095,17
2299,s02697,jennifer payne,2017-01-02,5,6196251041,8
2300,s02698,cory davenport,2008-04-30,2,001-708-737-7643,17
2301,s02699,jennifer little md,2011-12-26,1,001-677-219-4068x3639,14
2302,s02700,emma alvarez,2012-04-10,5,3602180994,13
2303,s02701,alyssa graham,2008-08-14,1,228.464.0381,17
2304,s02702,fred mcclure,2010-03-20,1,423.261.1315,15
2305,s02703,kathryn hawkins,2012-06-14,5,5906852087,13
2306,s02704,dr. jonathan duncan,2012-08-07,5,+1-903-753-3981x7539,13
2307,s02705,kim bennett,2012-09-10,3,520-904-2863,13
2308,s02707,dana french,2011-03-16,1,(995)979-9813,14
2309,s02709,jennifer fischer,2010-04-11,4,695.443.3149,15
2310,s02710,colton nelson,2014-11-04,2,855.933.9272,11
2311,s02711,joshua wise,2009-10-25,5,932.355.6113,16
2312,s02712,todd davis,2013-09-06,4,506-920-9897x2473,12
2313,s02713,patrick robinson,2018-05-20,2,741.782.5621x6110,7
2314,s02714,richard nelson,2007-07-31,4,6067276613,18
2315,s02715,sherry edwards,2006-09-11,4,584.513.1109x18237,19
2316,s02717,cassandra beard,2014-08-08,1,790.986.9102x4418,11
2317,s02718,benjamin lewis,2006-09-09,5,344-241-9577x858,19
2318,s02719,steve myers,2011-12-12,3,+1-537-431-1016x63474,14
2319,s02720,taylor russo,2007-08-31,4,237.238.4153,18
2320,s02721,lindsey reynolds,2006-12-07,3,(803)552-4593x7035,19
2321,s02722,sara buck,2008-04-30,1,237-393-7390x02095,17
2322,s02723,john flores,2010-12-14,5,2582516317,15
2323,s02725,christina floyd,2016-11-17,2,+1-682-519-1992x395,9
2324,s02726,omar williams,2017-11-02,4,577-301-6101x988,8
2325,s02728,alexis barnes,2018-04-13,1,(288)254-9441x8919,7
2326,s02729,sean rodriguez,2010-06-12,2,742-428-2514,15
2327,s02730,heather lee,2017-06-26,3,+1-664-651-1355x328,8
2328,s02731,jenny martinez,2012-08-13,5,6678697217,13
2329,s02733,jeremy james,2017-04-01,1,611-222-7454,8
2330,s02735,kristin gonzales,2007-08-13,5,8849509437,18
2331,s02736,megan gray,2008-03-28,5,(350)497-7418x4212,17
2332,s02737,todd berry dvm,2009-09-05,3,(656)752-1117x88742,16
2333,s02738,jennifer andrade,2007-05-03,3,001-510-462-4615,18
2334,s02739,juan tate,2007-11-13,5,001-211-652-6733,18
2335,s02740,melanie johnson,2008-01-01,1,(742)932-5811,17
2336,s02741,andrew hernandez,2016-06-29,3,001-418-710-4912x160,9
2337,s02742,robert miller,2006-09-07,2,672.678.8853x5794,19
2338,s02743,allen alvarado,2015-03-28,2,+1-639-716-8203x0801,10
2339,s02744,dave baldwin,2012-12-11,5,(235)281-7804,13
2340,s02745,jennifer kelly,2017-01-15,5,756-667-9744,8
2341,s02746,jeremy butler,2009-02-12,5,9207449952,16
2342,s02747,aaron hoffman,2006-04-11,1,(629)550-5156x535,19
2343,s02748,dr. steven daniels,2018-01-19,4,(607)613-3003,7
2344,s02749,anthony boone,2015-09-18,2,+1-896-665-2445,10
2345,s02750,taylor mullins,2018-09-19,2,(577)493-6250x7356,7
2346,s02751,danielle moore,2015-01-14,4,(328)332-7462,10
2347,s02752,margaret hall,2006-10-17,5,+1-718-297-6512x59516,19
2348,s02753,gary macias,2014-06-25,2,001-285-711-2715x186,11
2349,s02754,candace taylor,2017-11-16,5,212.987.1241,8
2350,s02755,brenda valencia,2013-04-12,5,(204)714-6168,12
2351,s02756,david fischer,2011-10-31,2,(822)371-8957x95015,14
2352,s02757,veronica davis,2014-02-22,5,(572)718-6940,11
2353,s02758,janice lewis,2017-03-27,4,360-355-3929,8
2354,s02760,felicia green,2013-12-26,5,(490)696-1698x0875,12
2355,s02761,julie howell,2018-12-03,1,(846)441-8862x06269,7
2356,s02762,james lee,2013-11-07,5,001-588-501-8399,12
2357,s02763,mrs. lindsay thomas,2008-03-09,4,7149472672,17
2358,s02764,christopher roberts,2018-12-02,4,+1-349-208-5180x3093,7
2359,s02765,laura cannon,2015-04-04,4,001-437-640-3836,10
2360,s02766,marisa adams,2017-09-30,3,001-792-328-7736x8489,8
2361,s02767,terry elliott,2017-12-28,4,743.546.9031x179,8
2362,s02768,cynthia davis,2010-10-08,5,+1-341-605-7896x069,15
2363,s02769,brandon walker,2014-03-13,4,703-972-7879,11
2364,s02770,clinton pennington,2017-02-07,4,001-497-336-1271x016,8
2365,s02771,david jensen dds,2016-02-03,4,001-287-499-0702x3799,9
2366,s02772,jesus king,2014-11-01,5,001-594-554-7237x2934,11
2367,s02773,brett henderson,2012-11-04,5,+1-660-435-1999x54592,13
2368,s02774,kenneth miller,2015-05-22,1,454.207.7619,10
2369,s02775,scott marshall,2017-02-02,2,962.380.4529x0819,8
2370,s02776,latasha stokes,2014-03-15,1,809.465.0532x532,11
2371,s02777,paul mcmillan,2015-07-14,2,864.561.8186,10
2372,s02778,bobby garrett,2012-10-17,4,001-275-314-8889x870,13
2373,s02779,robert huffman,2012-09-20,5,(539)486-5009x7911,13
2374,s02780,hannah cameron,2011-08-02,4,392-798-8397x49814,14
2375,s02781,sarah hoover md,2015-02-12,4,(443)853-3210x81865,10
2376,s02782,john lara,2012-01-24,1,001-813-793-4733x460,13
2377,s02784,daniel robinson,2012-10-16,3,(715)245-2017,13
2378,s02786,christina li,2018-07-17,5,986.896.2452x35444,7
2379,s02787,mr. maxwell hernandez,2013-04-17,2,001-846-692-0411x4222,12
2380,s02789,peter adams,2017-12-12,2,487-794-0029,8
2381,s02790,susan black,2016-10-02,1,268.402.4632,9
2382,s02792,jacob hoffman,2011-12-06,3,+1-885-561-1974x93573,14
2383,s02793,brandon hansen,2008-05-21,2,(519)433-3257x5136,17
2384,s02794,barbara smith,2010-10-24,4,419.506.9598x0822,15
2385,s02795,james cox,2018-06-16,3,(760)758-9137x5392,7
2386,s02797,heather burnett,2017-01-26,1,+1-845-308-9424x80522,8
2387,s02798,hailey duke,2006-11-21,4,4113190964,19
2388,s02799,shawn taylor,2007-07-25,4,348-376-1306x606,18
2389,s02800,michael perez,2013-05-12,4,+1-305-480-0656x874,12
2390,s02802,laura hawkins,2015-01-08,5,+1-494-324-3040x59960,10
2391,s02803,tara ho,2011-01-22,1,(352)529-6508x611,14
2392,s02804,ashley hoffman,2012-10-19,5,9648552703,13
2393,s02805,david fuller,2017-11-29,3,766.842.3246x952,8
2394,s02806,robin morgan,2011-10-28,5,+1-531-707-9160x44823,14
2395,s02807,mary lawrence,2009-02-05,1,204.857.2678x85252,16
2396,s02808,michele nichols,2016-07-18,2,693-998-1514,9
2397,s02809,kaitlyn porter,2006-10-14,2,001-448-991-4101,19
2398,s02810,laura campos,2009-07-07,2,+1-313-572-8193x17088,16
